"Location Properties"
"Location Name = Smith Creek"
"Location ID = 78306c8f-8586-4d97-82f2-a00cd9e1807f"
"Latitude = 34.1415711 °"
"Longitude = -77.8678261 °"
""
"Report Properties"
"Start Time = 2024-02-21 12:51:36.670"
"Duration = 252.00:00:00"
"Readings = 6049"
"Time Offset = -04:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 200"
"Device SN = 1099450"
"Device Firmware = 2.01"
""
"Log Properties"
"Log Name = Smith Creek 23rd St"
"Log Type = Linear Average"
"Log File Number = 1"
"Log ID = 02852e65-3bf2-5857-8ab5-427fb147a90d"
"Interval = 01:00:00"
"Averaging Interval = 00:00:01"
"Sample Size = 5"
""
""
"Date Time","Pressure (psi) (1099450)","Temperature (°C) (1099450)","Depth (ft) (1099450)","Specific Conductivity (µS/cm) (1099450)","Salinity (PSU) (1099450)"
"2024-02-26 04:51:36.670","1.6287241","12.226305","3.757265","988.37823","0.5539736"
"2024-02-26 05:51:36.670","1.3930655","12.138272","3.2137058","913.28455","0.51030624"
"2024-02-26 06:51:36.670","1.4011049","12.090506","3.2322834","879.6769","0.49082765"
"2024-02-26 07:51:36.670","1.8652166","12.103806","4.302575","1083.2981","0.6095931"
"2024-02-26 08:51:36.670","2.4756517","12.105614","5.709632","1485.9587","0.8480488"
"2024-02-26 09:51:36.670","2.8682985","12.123793","6.613196","2134.106","1.2398901"
"2024-02-26 10:51:36.670","3.085668","12.157718","7.1122923","2751.2075","1.6203121"
"2024-02-26 11:51:36.670","3.2598095","12.175405","7.5108085","3540.3105","2.1153643"
"2024-02-26 12:51:36.670","3.3356392","12.158243","7.6818833","4493.6406","2.7242863"
"2024-02-26 13:51:36.670","3.1871734","12.218285","7.340659","4320.1396","2.6125307"
"2024-02-26 14:51:36.670","2.8308816","12.770821","6.5251756","2862.233","1.6883129"
"2024-02-26 15:51:36.670","2.3926597","13.054979","5.517955","1844.0736","1.0622941"
"2024-02-26 16:51:36.670","1.9460208","13.292793","4.489302","1246.4783","0.70465297"
"2024-02-26 17:51:36.670","1.5586307","13.461222","3.5960705","1025.1987","0.57456297"
"2024-02-26 18:51:36.670","1.4028242","13.489332","3.2366967","963.5597","0.5386156"
"2024-02-26 19:51:36.670","1.6541412","13.416928","3.8163967","1032.7052","0.5789809"
"2024-02-26 20:51:36.670","2.2642322","13.2666445","5.2230577","1376.6241","0.7817588"
"2024-02-26 21:51:36.670","2.7433732","13.252744","6.326509","1987.7891","1.1491611"
"2024-02-26 22:51:36.670","2.9830399","13.093241","6.8772135","2552.9688","1.4958357"
"2024-02-26 23:51:36.670","3.125655","12.985952","7.2041917","3045.3726","1.8022327"
"2024-02-27 00:51:36.670","3.1755033","12.880667","7.3171997","3545.8828","2.1173434"
"2024-02-27 01:51:36.670","3.0114548","12.923541","6.9404626","3181.155","1.88744"
"2024-02-27 02:51:36.670","2.638429","12.986656","6.0834074","2291.4153","1.33496"
"2024-02-27 03:51:36.670","2.202001","13.03053","5.0790668","1496.0724","0.85314167"
"2024-02-27 04:51:36.670","1.7504213","12.992351","4.0381265","1130.8375","0.6368044"
"2024-02-27 05:51:36.670","1.4158003","12.95397","3.2663727","986.2855","0.5522401"
"2024-02-27 06:51:36.670","1.2349279","12.913139","2.849156","919.38916","0.5133446"
"2024-02-27 07:51:36.670","1.4775776","12.881221","3.4088829","975.6786","0.5461105"
"2024-02-27 08:51:36.670","2.072476","12.852931","4.780681","1277.5306","0.723409"
"2024-02-27 09:51:36.670","2.5888448","12.843153","5.970399","1785.2262","1.0269977"
"2024-02-27 10:51:36.670","2.8771021","12.877513","6.633621","2291.2175","1.3350079"
"2024-02-27 11:51:36.670","3.0265777","12.878534","6.976805","2727.5137","1.6043291"
"2024-02-27 12:51:36.670","3.1000597","12.8641815","7.144793","3129.213","1.8549824"
"2024-02-27 13:51:36.670","2.9951978","12.8882475","6.90331","3077.8706","1.8227679"
"2024-02-27 14:51:36.670","2.6562114","13.082048","6.1245522","2268.339","1.3206593"
"2024-02-27 15:51:36.670","2.2511516","13.211845","5.192458","1537.7279","0.8778364"
"2024-02-27 16:51:36.670","1.8267441","13.307848","4.214286","1175.9363","0.663054"
"2024-02-27 17:51:36.670","1.4567072","13.361011","3.3609061","1000.047","0.55996364"
"2024-02-27 18:51:36.670","1.207302","13.389999","2.7855957","916.77765","0.5115022"
"2024-02-27 19:51:36.670","1.2054962","13.398165","2.7814698","886.3734","0.4938686"
"2024-02-27 20:51:36.670","1.8078775","13.393171","4.170886","1135.1981","0.6390314"
"2024-02-27 21:51:36.670","2.4650793","13.408465","5.6858625","1608.1743","0.91979325"
"2024-02-27 22:51:36.670","2.8553703","13.323797","6.5840173","2254.797","1.3119819"
"2024-02-27 23:51:36.670","3.0591245","13.252081","7.0519896","2783.9795","1.6387146"
"2024-02-28 00:51:36.670","3.186981","13.169759","7.344339","3432.1687","2.0448546"
"2024-02-28 01:51:36.670","3.2079263","13.096575","7.390278","4053.9382","2.4397779"
"2024-02-28 02:51:36.670","2.9708846","13.2156315","6.8470583","3231.9614","1.9187218"
"2024-02-28 03:51:36.670","2.5589128","13.398077","5.900554","2233.5425","1.2988483"
"2024-02-28 04:51:36.670","2.1340454","13.512377","4.9227114","1463.6641","0.8332922"
"2024-02-28 05:51:36.670","1.7249159","13.552899","3.9795487","1149.0267","0.64701796"
"2024-02-28 06:51:36.670","1.4464518","13.580168","3.33731","1021.94904","0.57257384"
"2024-02-28 07:51:36.670","1.3187504","13.610098","3.0427632","964.71564","0.5391995"
"2024-02-28 08:51:36.670","1.599844","13.599629","3.6911883","1048.13","0.5878502"
"2024-02-28 09:51:36.670","2.1895003","13.62028","5.0508842","1387.6306","0.78793705"
"2024-02-28 10:51:36.670","2.683045","13.667437","6.18777","1975.5094","1.1411155"
"2024-02-28 11:51:36.670","2.94955","13.701605","6.800657","2525.6409","1.4778885"
"2024-02-28 12:51:36.670","3.1127608","13.765674","7.1753044","3026.4316","1.7887821"
"2024-02-28 13:51:36.670","3.2053578","13.80955","7.3867407","3600.0376","2.149395"
"2024-02-28 14:51:36.670","3.146134","13.889669","7.2501397","3657.6035","2.1856358"
"2024-02-28 15:51:36.670","2.8431761","14.327272","6.555041","2826.8882","1.6632516"
"2024-02-28 16:51:36.670","2.4116867","14.807449","5.5628076","2000.7393","1.1547289"
"2024-02-28 17:51:36.670","1.9730667","15.192073","4.552747","1339.6274","0.7578081"
"2024-02-28 18:51:36.670","1.6341606","15.389784","3.7712002","1139.5201","0.63977706"
"2024-02-28 19:51:36.670","1.4919001","15.47695","3.4430637","1065.3444","0.5963214"
"2024-02-28 20:51:36.670","1.7577426","15.346532","4.0563226","1163.1326","0.65366185"
"2024-02-28 21:51:36.670","2.2943826","15.20505","5.2938037","1493.5062","0.84913635"
"2024-02-28 22:51:36.670","2.6923945","15.21374","6.2106285","2018.1941","1.1646818"
"2024-02-28 23:51:36.670","2.8926783","15.049629","6.6710634","2461.8674","1.436101"
"2024-02-29 00:51:36.670","3.0339737","14.901495","6.995772","2757.4282","1.6189362"
"2024-02-29 01:51:36.670","3.1122189","14.743166","7.1746016","3167.753","1.8749985"
"2024-02-29 02:51:36.670","2.9746912","14.761236","6.8580065","3038.4136","1.7940788"
"2024-02-29 03:51:36.670","2.6070647","14.961431","6.0128536","2268.0789","1.3173805"
"2024-02-29 04:51:36.670","2.1301808","15.014379","4.9147367","1520.7073","0.8655766"
"2024-02-29 05:51:36.670","1.6302452","15.071073","3.7619655","1146.5089","0.6441728"
"2024-02-29 06:51:36.670","1.2362543","15.068326","2.8529954","985.49963","0.5501583"
"2024-02-29 07:51:36.670","0.942577","15.04184","2.175339","890.0633","0.49484593"
"2024-02-29 08:51:36.670","0.9133234","14.99532","2.1078372","861.63477","0.47845715"
"2024-02-29 09:51:36.670","1.4722958","14.831381","3.3975213","1038.717","0.5813445"
"2024-02-29 10:51:36.670","2.051297","14.651606","4.732833","1356.7534","0.768532"
"2024-02-29 11:51:36.670","2.418983","14.576668","5.5802374","1695.5115","0.97075444"
"2024-02-29 12:51:36.670","2.6308188","14.594975","6.0681467","1971.7043","1.1374401"
"2024-02-29 13:51:36.670","2.7338219","14.608408","6.305075","2196.7974","1.2744143"
"2024-02-29 14:51:36.670","2.6383643","14.623248","6.08529","2072.2495","1.1984695"
"2024-02-29 15:51:36.670","2.315857","14.9537945","5.3428793","1600.6902","0.9134247"
"2024-02-29 16:51:36.670","1.9413693","15.153833","4.4796705","1296.075","0.7321061"
"2024-02-29 17:51:36.670","1.6011921","15.217186","3.695052","1118.8322","0.6278213"
"2024-02-29 18:51:36.670","1.3428999","15.234715","3.0991466","1015.74304","0.56761694"
"2024-02-29 19:51:36.670","1.1441228","15.235054","2.6405003","938.54944","0.5227696"
"2024-02-29 20:51:36.670","1.2142315","15.198044","2.8022947","932.32404","0.51919013"
"2024-02-29 21:51:36.670","1.68286","15.0477295","3.8833764","1140.5834","0.6407205"
"2024-02-29 22:51:36.670","2.2197814","14.931282","5.121571","1446.9508","0.82175666"
"2024-02-29 23:51:36.670","2.6256375","14.836861","6.0567555","1852.1414","1.0647285"
"2024-03-01 00:51:36.670","2.8470018","14.69637","6.5659966","2259.9802","1.3128877"
"2024-03-01 01:51:36.670","2.9774787","14.548632","6.865602","2615.2273","1.5316252"
"2024-03-01 02:51:36.670","2.998983","14.453824","6.9144807","2799.5261","1.6459911"
"2024-03-01 03:51:36.670","2.8179474","14.535864","6.4981117","2493.2478","1.4563878"
"2024-03-01 04:51:36.670","2.4222999","14.580518","5.587664","1783.2158","1.023514"
"2024-03-01 05:51:36.670","1.988025","14.585474","4.586834","1342.0244","0.759878"
"2024-03-01 06:51:36.670","1.6037266","14.541174","3.7005112","1124.9054","0.63199234"
"2024-03-01 07:51:36.670","1.3114833","14.481979","3.0263171","1002.6857","0.5606312"
"2024-03-01 08:51:36.670","1.1843283","14.435005","2.7329502","946.6463","0.52808154"
"2024-03-01 09:51:36.670","1.3824904","14.409758","3.190166","981.98645","0.54863983"
"2024-03-01 10:51:36.670","1.9110523","14.391312","4.4093165","1242.2117","0.7010962"
"2024-03-01 11:51:36.670","2.38864","14.327452","5.5102262","1621.9138","0.92691976"
"2024-03-01 12:51:36.670","2.647386","14.389154","6.106346","1910.9866","1.1009561"
"2024-03-01 13:51:36.670","2.8062716","14.458031","6.4720297","2194.3188","1.2731508"
"2024-03-01 14:51:36.670","2.84129","14.570592","6.552663","2271.632","1.320235"
"2024-03-01 15:51:36.670","2.6996715","14.5303955","6.2263384","2163.554","1.2542498"
"2024-03-01 16:51:36.670","2.2868369","14.748873","5.275838","1570.5472","0.89565706"
"2024-03-01 17:51:36.670","1.8837436","14.869522","4.3465805","1260.8798","0.7116294"
"2024-03-01 18:51:36.670","1.576289","14.900362","3.6374154","1113.4539","0.624961"
"2024-03-01 19:51:36.670","1.3141137","14.90325","3.032585","997.3512","0.55718577"
"2024-03-01 20:51:36.670","1.2391983","14.891943","2.8597565","951.4801","0.53053695"
"2024-03-01 21:51:36.670","1.5482193","14.869487","3.5727134","1058.8368","0.59305346"
"2024-03-01 22:51:36.670","2.0842137","14.83069","4.8089027","1359.8129","0.77015144"
"2024-03-01 23:51:36.670","2.554281","14.7859745","5.8924737","1718.0872","0.98404026"
"2024-03-02 00:51:36.670","2.8448567","14.702667","6.5615015","2115.5774","1.2247188"
"2024-03-02 01:51:36.670","3.0244956","14.589587","6.974552","2466.5693","1.43986"
"2024-03-02 02:51:36.670","3.1699634","14.446431","7.3089266","2730.8918","1.6034216"
"2024-03-02 03:51:36.670","3.245161","14.295214","7.4815383","2898.4595","1.70784"
"2024-03-02 04:51:36.670","3.0898018","14.440389","7.124077","2735.392","1.6062237"
"2024-03-02 05:51:36.670","2.7468534","14.734688","6.335509","2110.122","1.221344"
"2024-03-02 06:51:36.670","2.3356009","14.876935","5.388829","1414.6277","0.8026124"
"2024-03-02 07:51:36.670","1.9438957","14.932592","4.4859743","987.90466","0.55166656"
"2024-03-02 08:51:36.670","1.633604","14.952715","3.7703347","740.61334","0.4089059"
"2024-03-02 09:51:36.670","1.5339301","14.951938","3.540498","606.3834","0.3324232"
"2024-03-02 10:51:36.670","1.6471723","14.96384","3.801988","542.84314","0.29649565"
"2024-03-02 11:51:36.670","2.1614828","15.08679","4.9890194","628.6792","0.3450018"
"2024-03-02 12:51:36.670","2.5443122","15.203711","5.87251","722.32697","0.39829034"
"2024-03-02 13:51:36.670","2.7830195","15.387027","6.423359","824.9121","0.45701677"
"2024-03-02 14:51:36.670","2.8461041","15.612605","6.5691833","829.31885","0.45939532"
"2024-03-02 15:51:36.670","2.6961532","15.466101","6.2231345","756.245","0.41753632"
"2024-03-02 16:51:36.670","2.3928645","15.8085","5.5240326","494.27826","0.26881605"
"2024-03-02 17:51:36.670","2.0518887","15.9470415","4.737298","339.2188","0.18251619"
"2024-03-02 18:51:36.670","1.6819277","15.981768","3.883358","226.6252","0.12081458"
"2024-03-02 19:51:36.670","1.4030329","16.106396","3.239582","159.7602","0.084536225"
"2024-03-02 20:51:36.670","1.235862","16.24104","2.853711","108.8593","0.057052713"
"2024-03-02 21:51:36.670","1.2188337","16.331194","2.8144517","93.33294","0.048671048"
"2024-03-02 22:51:36.670","1.6164062","16.178154","3.7323346","138.44083","0.07301415"
"2024-03-02 23:51:36.670","2.001926","16.060272","4.6223307","186.50853","0.0990166"
"2024-03-03 00:51:36.670","2.3428035","16.074427","5.4092274","266.7086","0.14266019"
"2024-03-03 01:51:36.670","2.6456506","16.225891","6.1084166","342.40463","0.18418886"
"2024-03-03 02:51:36.670","2.8632505","16.26607","6.6106873","406.26385","0.21951929"
"2024-03-03 03:51:36.670","2.9945133","16.218304","6.9133654","515.6669","0.28063372"
"2024-03-03 04:51:36.670","3.021562","16.16659","6.9755335","588.06195","0.32143262"
"2024-03-03 05:51:36.670","2.7783399","16.209284","6.4145174","430.40454","0.23296459"
"2024-03-03 06:51:36.670","2.3567195","16.040329","5.4413595","252.32608","0.1348106"
"2024-03-03 07:51:36.670","1.9206836","16.220255","4.4349837","121.7631","0.06401294"
"2024-03-03 08:51:36.670","1.5323178","16.560751","3.5384831","81.08504","0.042044014"
"2024-03-03 09:51:36.670","1.3405302","16.761948","3.0957162","73.38158","0.03787091"
"2024-03-03 10:51:36.670","1.358654","16.866522","3.137629","71.49214","0.03684347"
"2024-03-03 11:51:36.670","1.6910601","16.817509","3.9052036","95.890396","0.05000656"
"2024-03-03 12:51:36.670","2.1255918","16.49924","4.908317","141.9573","0.07487004"
"2024-03-03 13:51:36.670","2.4412904","16.467678","5.6371117","215.03857","0.11441834"
"2024-03-03 14:51:36.670","2.6241527","16.487734","6.0592504","263.49286","0.14080432"
"2024-03-03 15:51:36.670","2.6813302","16.553244","6.1912766","288.84665","0.15465653"
"2024-03-03 16:51:36.670","2.5599036","16.544147","5.9109964","246.30899","0.1314154"
"2024-03-03 17:51:36.670","2.2881207","16.75703","5.283815","158.79654","0.083920814"
"2024-03-03 18:51:36.670","1.9673464","17.091757","4.5434313","107.8718","0.056434274"
"2024-03-03 19:51:36.670","1.6626632","17.318314","3.8399765","86.712875","0.045017853"
"2024-03-03 20:51:36.670","1.3919475","17.407309","3.214808","81.35115","0.042121537"
"2024-03-03 21:51:36.670","1.2415397","17.427372","2.86744","81.45997","0.04217859"
"2024-03-03 22:51:36.670","1.3287807","17.415867","3.0689232","81.95911","0.04244848"
"2024-03-03 23:51:36.670","1.6552769","17.274788","3.8228652","100.87135","0.052646894"
"2024-03-04 00:51:36.670","2.0907016","17.075834","4.8282733","119.232895","0.06255348"
"2024-03-04 01:51:36.670","2.494225","16.85268","5.759759","198.56444","0.10540925"
"2024-03-04 02:51:36.670","2.7736633","16.692165","6.4046426","283.7144","0.15181014"
"2024-03-04 03:51:36.670","2.9471135","16.574139","6.8047714","368.62234","0.19855495"
"2024-03-04 04:51:36.670","3.0548618","16.496824","7.05321","453.51862","0.24573347"
"2024-03-04 05:51:36.670","3.0474074","16.466745","7.03582","500.375","0.27194482"
"2024-03-04 06:51:36.670","2.8026624","16.545336","6.471227","361.47937","0.19461694"
"2024-03-04 07:51:36.670","2.4031148","16.74575","5.5492454","205.14973","0.10899842"
"2024-03-04 08:51:36.670","2.0104952","16.95139","4.6429367","123.14156","0.06467267"
"2024-03-04 09:51:36.670","1.6567719","17.010563","3.8261368","102.94131","0.053787142"
"2024-03-04 10:51:36.670","1.4315932","17.016567","3.306123","97.06859","0.050623246"
"2024-03-04 11:51:36.670","1.4587724","17.24942","3.3690236","100.4517","0.052423388"
"2024-03-04 12:51:36.670","1.7690674","17.079945","4.085496","117.97484","0.061875593"
"2024-03-04 13:51:36.670","2.183144","17.086155","5.0417104","147.64182","0.077856615"
"2024-03-04 14:51:36.670","2.5024529","17.104078","5.7789946","205.56143","0.10915383"
"2024-03-04 15:51:36.670","2.7442904","16.993422","6.3371735","273.60843","0.14620677"
